                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.44478,                0.68766,                0.31476,                0.82316,                0.99895,                0.85714,                0.93785,                0.78102,                0.99895,                0.85714,                0.93785,                0.74054,                0.74967,                 1.6398,                0.57943,                  0.867,              0.0089506,              0.0089506,              0.0089506
                    109,                0.44338,                0.66876,                0.31057,                0.81648,                0.96148,                0.84891,                0.92116,                 0.7508,                0.96148,                0.84891,                0.92116,                 0.7283,                 0.7944,                 1.7304,                0.69854,                 0.8762,              0.0089407,              0.0089407,              0.0089407
                    110,                0.44976,                0.67282,                0.30966,                0.82729,                0.98387,                0.82984,                0.90758,                0.74914,                0.98387,                0.82984,                0.90758,                0.71494,                0.76945,                 1.7767,                0.65137,                0.87358,              0.0089308,              0.0089308,              0.0089308
                    111,                0.45849,                0.66279,                0.31485,                0.83086,                0.97653,                0.84933,                0.91273,                0.75539,                0.97653,                0.84933,                0.91273,                0.70921,                0.77053,                 1.6787,                0.64154,                0.88001,              0.0089209,              0.0089209,              0.0089209
                    112,                  0.441,                0.67112,                0.31222,                0.82424,                 0.9904,                0.84354,                0.91792,                0.77299,                 0.9904,                0.84354,                0.91792,                0.72569,                0.74743,                 1.6644,                0.62524,                0.86399,               0.008911,               0.008911,               0.008911
                    113,                0.45549,                0.69565,                 0.3159,                0.82983,                0.97012,                 0.8835,                0.93785,                0.77549,                0.97012,                 0.8835,                0.93785,                0.73765,                0.78591,                 1.6308,                0.54827,                0.86882,              0.0089011,              0.0089011,              0.0089011
                    114,                0.44965,                0.67036,                 0.3126,                0.82175,                0.96893,                0.84851,                0.93484,                 0.7794,                0.96893,                0.84851,                0.93484,                0.74016,                0.74934,                 1.6948,                0.63659,                0.85864,              0.0088912,              0.0088912,              0.0088912
                    115,                0.42551,                0.65223,                0.30365,                0.81874,                  0.992,                0.84334,                0.91667,                0.75267,                  0.992,                0.84334,                0.91667,                0.71838,                0.77459,                 1.8021,                0.52224,                0.85986,              0.0088813,              0.0088813,              0.0088813
                    116,                0.45127,                0.67548,                0.31638,                0.82916,                0.93427,                0.84354,                0.91222,                0.74858,                0.93427,                0.84354,                0.91222,                 0.7178,                0.77716,                 1.8417,                0.60667,                0.86415,              0.0088714,              0.0088714,              0.0088714
                    117,                0.44369,                0.65858,                0.30887,                0.82164,                0.95536,                0.87354,                0.91978,                0.76448,                0.95536,                0.87354,                0.91978,                0.73075,                0.77687,                 1.6684,                0.64793,                0.86642,              0.0088615,              0.0088615,              0.0088615
                    118,                0.44556,                0.64926,                0.31222,                0.82833,                0.99718,                0.82313,                0.89528,                  0.751,                0.99718,                0.82313,                0.89528,                0.72202,                0.77895,                 1.5891,                0.70602,                0.88202,              0.0088516,              0.0088516,              0.0088516
                    119,                0.44891,                0.63943,                0.31563,                0.82713,                0.99073,                0.81633,                0.91698,                0.76349,                0.99073,                0.81633,                0.91698,                 0.7313,                0.78143,                 1.5171,                0.67365,                0.87211,              0.0088417,              0.0088417,              0.0088417
                    120,                 0.4366,                 0.6524,                0.30561,                0.82423,                0.96954,                  0.866,                0.92603,                 0.7701,                0.96954,                  0.866,                0.92603,                0.74337,                 0.7737,                 1.6718,                0.62546,                0.86724,              0.0088318,              0.0088318,              0.0088318
                    121,                0.44008,                0.63919,                0.30586,                0.82141,                0.99192,                0.83505,                0.92179,                 0.7658,                0.99192,                0.83505,                0.92179,                0.73704,                0.78944,                  1.736,                0.64212,                0.87604,              0.0088219,              0.0088219,              0.0088219
                    122,                0.43406,                0.65098,                0.30127,                0.82255,                0.97701,                0.86719,                0.92788,                0.77979,                0.97701,                0.86719,                0.92788,                0.73692,                0.76066,                 1.6625,                0.61868,                0.86426,               0.008812,               0.008812,               0.008812
                    123,                0.44066,                 0.6424,                0.30634,                0.82372,                0.97479,                0.86395,                0.92667,                0.77125,                0.97479,                0.86395,                0.92667,                0.73068,                0.78136,                 1.6977,                0.60426,                0.87484,              0.0088021,              0.0088021,              0.0088021
                    124,                0.42747,                0.62774,                 0.2949,                0.82283,                0.96891,                0.84796,                0.89054,                0.74258,                0.96891,                0.84796,                0.89054,                0.70211,                0.79714,                 1.7963,                0.66938,                0.86934,              0.0087922,              0.0087922,              0.0087922
                    125,                0.44268,                 0.6607,                0.30389,                0.82171,                      1,                0.82776,                0.88774,                 0.7449,                      1,                0.82776,                0.88774,                0.69516,                0.75043,                  1.715,                0.60283,                0.86797,              0.0087823,              0.0087823,              0.0087823
                    126,                 0.4344,                0.64533,                0.30369,                0.82339,                0.98409,                0.84148,                0.92431,                0.77796,                0.98409,                0.84148,                0.92431,                0.72467,                0.73357,                 1.6982,                0.60003,                0.86541,              0.0087724,              0.0087724,              0.0087724
                    127,                0.42534,                0.60436,                0.29467,                0.81648,                0.96799,                0.82276,                0.90765,                 0.7583,                0.96799,                0.82276,                0.90765,                0.71489,                 0.7563,                 1.7505,                0.65824,                0.87414,              0.0087625,              0.0087625,              0.0087625
                    128,                0.43274,                 0.6367,                0.30828,                0.82042,                  0.946,                0.85034,                0.87957,                0.73428,                  0.946,                0.85034,                0.87957,                0.69082,                0.77348,                 1.7245,                 0.6964,                0.87356,              0.0087526,              0.0087526,              0.0087526
                    129,                0.43211,                0.65464,                0.30555,                0.82322,                      1,                0.81602,                  0.865,                0.71084,                      1,                0.81602,                  0.865,                0.67042,                0.83739,                 1.7056,                0.75994,                0.89754,              0.0087427,              0.0087427,              0.0087427
                    130,                0.43777,                 0.6586,                0.30668,                0.82271,                0.99919,                0.85034,                0.91974,                0.76872,                0.99919,                0.85034,                0.91974,                0.73564,                0.78113,                 1.6752,                0.57519,                0.85627,              0.0087328,              0.0087328,              0.0087328
                    131,                0.41711,                0.62293,                0.29516,                0.81723,                0.98317,                0.82993,                0.92152,                0.77259,                0.98317,                0.82993,                0.92152,                0.74013,                0.75011,                 1.7632,                0.60964,                0.85277,              0.0087229,              0.0087229,              0.0087229
                    132,                0.42585,                0.62955,                0.30551,                0.82034,                0.97595,                0.82804,                0.90822,                0.76995,                0.97595,                0.82804,                0.90822,                0.73805,                0.75008,                 1.8469,                0.79055,                0.85507,               0.008713,               0.008713,               0.008713
                    133,                0.42099,                0.62354,                0.29529,                0.81494,                      1,                0.79563,                0.89979,                0.75844,                      1,                0.79563,                0.89979,                0.72167,                 0.7627,                 1.7482,                0.71158,                  0.864,              0.0087031,              0.0087031,              0.0087031
                    134,                0.42082,                0.62249,                0.29711,                0.82067,                0.96035,                0.83673,                0.90605,                0.74827,                0.96035,                0.83673,                0.90605,                0.71293,                0.79373,                 1.6832,                0.68762,                0.87322,              0.0086932,              0.0086932,              0.0086932
                    135,                0.41347,                0.61892,                0.28954,                0.81627,                0.99929,                0.81633,                 0.9135,                0.75565,                0.99929,                0.81633,                 0.9135,                0.72845,                0.79195,                 1.7107,                0.61365,                0.85877,              0.0086833,              0.0086833,              0.0086833
                    136,                0.41704,                 0.6028,                0.29503,                0.82114,                0.94282,                0.84354,                0.91721,                0.76246,                0.94282,                0.84354,                0.91721,                0.72415,                0.78682,                  1.869,                0.59216,                0.87432,              0.0086734,              0.0086734,              0.0086734
                    137,                0.42354,                0.63352,                0.29732,                0.82149,                0.96421,                0.84354,                0.93484,                0.78222,                0.96421,                0.84354,                0.93484,                  0.743,                0.78961,                 1.7515,                0.53604,                 0.8702,              0.0086635,              0.0086635,              0.0086635
                    138,                0.41849,                0.64347,                0.29377,                0.81712,                0.99175,                0.87075,                0.94327,                0.78551,                0.99175,                0.87075,                0.94327,                0.74179,                0.75244,                 1.8047,                0.47018,                0.85797,              0.0086536,              0.0086536,              0.0086536
                    139,                0.41678,                0.62973,                 0.2936,                0.81807,                 0.9819,                0.85714,                0.94346,                0.78968,                 0.9819,                0.85714,                0.94346,                0.76231,                0.76476,                  1.692,                0.55417,                0.86477,              0.0086437,              0.0086437,              0.0086437
                    140,                0.40989,                0.59784,                0.29037,                0.81753,                0.96966,                0.86966,                0.93685,                 0.7906,                0.96966,                0.86966,                0.93685,                0.74658,                0.71174,                 1.7462,                0.47093,                0.85434,              0.0086338,              0.0086338,              0.0086338
                    141,                0.41986,                0.62127,                0.29123,                0.81783,                0.96764,                0.81633,                0.92787,                 0.7792,                0.96764,                0.81633,                0.92787,                0.73747,                0.76455,                  1.752,                0.56725,                0.86193,              0.0086239,              0.0086239,              0.0086239
                    142,                0.40914,                0.62328,                0.29451,                0.82187,                 0.9911,                0.85034,                 0.9401,                0.78673,                 0.9911,                0.85034,                 0.9401,                0.73947,                0.76776,                 1.6767,                0.57565,                0.86639,               0.008614,               0.008614,               0.008614
                    143,                0.41193,                0.60531,                 0.2948,                0.82023,                0.96453,                0.82993,                0.92876,                0.78076,                0.96453,                0.82993,                0.92876,                0.74989,                0.76437,                 1.7437,                0.58768,                0.86017,              0.0086041,              0.0086041,              0.0086041
                    144,                0.41691,                0.61791,                0.29281,                0.82285,                0.98412,                0.84336,                0.93119,                0.79277,                0.98412,                0.84336,                0.93119,                0.75631,                0.73428,                 1.7326,                0.56917,                0.85226,              0.0085942,              0.0085942,              0.0085942
                    145,                0.41612,                0.62126,                0.28929,                0.81691,                0.99896,                0.80952,                0.91811,                0.76241,                0.99896,                0.80952,                0.91811,                0.73296,                0.75388,                 1.7469,                0.62726,                0.85542,              0.0085843,              0.0085843,              0.0085843
                    146,                0.41287,                0.63407,                0.29091,                 0.8191,                0.99187,                0.83027,                0.89752,                0.73921,                0.99187,                0.83027,                0.89752,                0.70217,                0.78825,                 1.7916,                0.66892,                0.86222,              0.0085744,              0.0085744,              0.0085744
                    147,                0.40966,                0.61123,                0.28694,                0.81997,                      1,                0.87034,                0.95229,                0.80505,                      1,                0.87034,                0.94906,                0.75642,                0.75086,                 1.6153,                0.51735,                0.84897,              0.0085645,              0.0085645,              0.0085645
                    148,                0.40863,                0.60081,                0.28671,                0.82174,                0.99962,                0.87755,                0.94472,                0.80283,                0.99962,                0.87755,                0.94472,                0.75945,                0.73297,                 1.7113,                0.54974,                0.85796,              0.0085546,              0.0085546,              0.0085546
                    149,                0.41425,                0.61455,                0.29079,                 0.8187,                      1,                0.84248,                0.92564,                 0.7805,                      1,                0.84248,                0.92564,                0.73946,                0.74823,                 1.7012,                0.63769,                0.85832,              0.0085447,              0.0085447,              0.0085447
                    150,                0.40299,                0.60561,                0.28587,                 0.8145,                0.98434,                0.86395,                0.92775,                0.78222,                0.98434,                0.86395,                0.92775,                0.74968,                0.75807,                 1.6105,                0.63429,                0.85696,              0.0085348,              0.0085348,              0.0085348
                    151,                0.40276,                0.60216,                0.28275,                0.81383,                0.98306,                0.84354,                0.90231,                0.75705,                0.98306,                0.84354,                0.90231,                0.71165,                0.74326,                 1.7739,                0.66636,                0.85404,              0.0085249,              0.0085249,              0.0085249
                    152,                0.40587,                0.60628,                0.28854,                0.81604,                      1,                0.84293,                0.91709,                0.76867,                      1,                0.84293,                0.91709,                0.73361,                0.76733,                 1.8973,                0.63928,                0.86571,               0.008515,               0.008515,               0.008515
                    153,                 0.3994,                0.59776,                0.28307,                0.81409,                0.99969,                0.85034,                0.91683,                0.77561,                0.99969,                0.85034,                0.91683,                 0.7424,                0.76249,                 1.8048,                0.60509,                0.84972,              0.0085051,              0.0085051,              0.0085051
                    154,                0.40927,                0.60842,                0.28943,                0.82104,                0.97675,                0.87755,                0.91418,                0.75723,                0.97675,                0.87755,                0.91418,                0.72282,                0.76591,                 1.6624,                0.57932,                0.86285,              0.0084952,              0.0084952,              0.0084952
                    155,                0.40537,                0.60821,                0.28851,                0.81833,                0.99201,                0.84451,                0.91497,                0.77644,                0.99201,                0.84451,                0.91497,                0.73947,                0.77981,                 1.6764,                 0.6279,                0.86408,              0.0084853,              0.0084853,              0.0084853
                    156,                 0.3957,                0.59737,                0.28965,                0.81278,                0.98987,                0.86395,                0.92772,                0.78319,                0.98987,                0.86395,                0.92772,                0.72067,                0.74862,                 1.7446,                0.54646,                0.85327,              0.0084754,              0.0084754,              0.0084754
                    157,                0.40435,                 0.5984,                0.28869,                0.82223,                      1,                  0.833,                0.93114,                0.78434,                      1,                  0.833,                0.93114,                0.73282,                0.79751,                 1.8009,                0.60618,                0.86961,              0.0084655,              0.0084655,              0.0084655
                    158,                0.40203,                0.61716,                0.28209,                0.81705,                0.99225,                0.87073,                0.93453,                0.78195,                0.99225,                0.87073,                0.93453,                0.74237,                0.73643,                 1.7921,                0.50957,                0.85784,              0.0084556,              0.0084556,              0.0084556
                    159,                0.40541,                0.59576,                0.28166,                0.81767,                0.97578,                0.86395,                 0.9339,                0.77436,                0.97578,                0.86395,                 0.9339,                0.74046,                0.79618,                 1.8105,                0.54808,                0.86262,              0.0084457,              0.0084457,              0.0084457
                    160,                0.40914,                0.61617,                 0.2865,                 0.8143,                0.97998,                0.85034,                0.92122,                0.77248,                0.97998,                0.85034,                0.92122,                0.72846,                0.79158,                 1.7829,                0.57619,                0.87227,              0.0084358,              0.0084358,              0.0084358
                    161,                0.39209,                0.58698,                0.28105,                0.81423,                0.97616,                0.83576,                0.90433,                0.76293,                0.97616,                0.83576,                0.90433,                0.72869,                0.77198,                 1.9085,                0.63323,                0.85591,              0.0084259,              0.0084259,              0.0084259
                    162,                0.39523,                0.60812,                0.27903,                0.81309,                0.99793,                0.88435,                0.94578,                0.79586,                0.99793,                0.88435,                0.94578,                0.76287,                0.75798,                 1.6329,                0.50793,                0.85249,               0.008416,               0.008416,               0.008416
                    163,                0.40066,                0.59465,                0.28302,                0.81778,                0.99895,                0.84354,                0.92659,                0.77807,                0.99895,                0.84354,                0.92659,                0.73626,                0.77336,                  1.909,                0.53268,                0.85658,              0.0084061,              0.0084061,              0.0084061
                    164,                0.39511,                0.59771,                0.27716,                0.81564,                0.99206,                0.84966,                0.93377,                0.78087,                0.99206,                0.84966,                0.93377,                0.73964,                0.78697,                 1.7883,                0.54594,                0.86693,              0.0083962,              0.0083962,              0.0083962
                    165,                0.39835,                 0.5984,                0.28046,                0.81245,                0.99199,                 0.8428,                0.93171,                0.78137,                0.99199,                 0.8428,                0.93171,                0.73761,                0.78756,                 1.7284,                0.55745,                0.86349,              0.0083863,              0.0083863,              0.0083863
                    166,                0.38778,                0.57656,                 0.2724,                0.81547,                      1,                0.82923,                0.92515,                0.76974,                      1,                0.82923,                0.92515,                0.73928,                0.79379,                 1.8893,                0.61172,                0.86486,              0.0083764,              0.0083764,              0.0083764
                    167,                0.38245,                0.60654,                0.26997,                0.81077,                      1,                0.84914,                0.93108,                0.77838,                      1,                0.84914,                0.93108,                0.73452,                0.80063,                 1.8027,                0.57046,                0.86084,              0.0083665,              0.0083665,              0.0083665
                    168,                0.38931,                 0.5824,                0.27976,                0.81366,                 0.9966,                0.82993,                0.91463,                0.76311,                 0.9966,                0.82993,                0.91463,                0.71616,                0.77047,                 1.7807,                  0.598,                0.85968,              0.0083566,              0.0083566,              0.0083566
                    169,                0.39373,                0.60121,                0.28352,                0.81376,                0.99788,                0.84354,                 0.9281,                0.77884,                0.99788,                0.84354,                 0.9281,                 0.7369,                0.76764,                 1.7952,                0.55533,                0.85498,              0.0083467,              0.0083467,              0.0083467
                    170,                0.38458,                 0.5772,                0.27218,                 0.8115,                0.99204,                0.84767,                0.91763,                0.77464,                0.99204,                0.84767,                0.91763,                0.72216,                0.74936,                 1.9393,                0.57301,                0.84865,              0.0083368,              0.0083368,              0.0083368
                    171,                0.39423,                0.59884,                0.28085,                0.81106,                0.98099,                0.85714,                0.91586,                0.77171,                0.98099,                0.85714,                0.91586,                0.72549,                0.74422,                 1.8573,                0.56723,                0.85442,              0.0083269,              0.0083269,              0.0083269
                    172,                0.38751,                0.58171,                0.27777,                0.81586,                      1,                0.84119,                0.89587,                0.74528,                      1,                0.84119,                0.89587,                0.69265,                0.74548,                 1.8636,                0.52974,                0.85896,               0.008317,               0.008317,               0.008317
                    173,                0.39898,                0.60039,                0.28358,                0.81841,                0.98446,                0.86193,                0.92775,                 0.7778,                0.98446,                0.86193,                0.92775,                0.74162,                0.76598,                 1.7396,                0.56807,                0.85569,              0.0083071,              0.0083071,              0.0083071
                    174,                0.38436,                0.59543,                0.27699,                0.81551,                0.98386,                0.82939,                0.92875,                 0.7693,                0.98386,                0.82939,                0.93278,                0.73815,                0.76977,                 1.6858,                0.52914,                0.86092,              0.0082972,              0.0082972,              0.0082972
                    175,                0.38084,                0.57495,                0.27457,                0.81302,                      1,                0.83487,                0.93292,                0.76635,                      1,                0.83487,                0.93292,                0.73229,                 0.7656,                 1.7895,                0.56294,                0.86893,              0.0082873,              0.0082873,              0.0082873
                    176,                0.38548,                0.58453,                 0.2773,                0.81125,                0.98383,                0.83673,                0.92451,                0.78395,                0.98383,                0.83673,                0.92451,                 0.7473,                0.74698,                  1.919,                0.58544,                0.85399,              0.0082774,              0.0082774,              0.0082774
                    177,                0.38081,                0.58038,                0.27728,                0.81194,                0.99824,                0.84354,                0.91748,                0.76799,                0.99824,                0.84354,                0.91748,                0.72442,                0.77459,                 1.7796,                0.50216,                0.85253,              0.0082675,              0.0082675,              0.0082675
                    178,                 0.3807,                0.58226,                0.26732,                0.80915,                      1,                 0.8878,                0.93767,                0.78919,                      1,                 0.8878,                0.93767,                0.74147,                0.74931,                 1.5753,                0.52079,                 0.8512,              0.0082576,              0.0082576,              0.0082576
                    179,                0.38188,                0.57851,                0.27566,                0.81345,                      1,                0.87056,                0.94204,                 0.7912,                      1,                0.87056,                0.94204,                0.74571,                 0.7363,                 1.7338,                0.49569,                0.84373,              0.0082477,              0.0082477,              0.0082477
                    180,                0.37935,                0.56955,                0.27017,                 0.8125,                      1,                0.84881,                 0.9405,                0.78536,                      1,                0.84881,                 0.9405,                0.74012,                0.75781,                 1.8374,                0.53924,                0.84074,              0.0082378,              0.0082378,              0.0082378
                    181,                0.38028,                0.57248,                0.26737,                0.81307,                      1,                0.87022,                0.94314,                0.77723,                      1,                0.87022,                0.94314,                0.75357,                0.77382,                 1.7592,                0.53465,                0.86036,              0.0082279,              0.0082279,              0.0082279
                    182,                0.38935,                0.57435,                0.27486,                0.81378,                      1,                0.86301,                0.93088,                0.78568,                      1,                0.86301,                0.93088,                0.74162,                0.75581,                 1.8433,                0.52199,                0.86051,               0.008218,               0.008218,               0.008218
                    183,                0.38848,                0.58793,                 0.2732,                0.81385,                0.98892,                0.85714,                0.92274,                0.78317,                0.98892,                0.85714,                0.92274,                0.73517,                0.73665,                 1.9582,                0.51396,                0.84561,              0.0082081,              0.0082081,              0.0082081
                    184,                 0.3798,                 0.5767,                0.26994,                0.80561,                0.99224,                0.86936,                0.92786,                0.77834,                0.99224,                0.86936,                0.92786,                0.72812,                0.74957,                 1.9549,                0.51263,                0.84413,              0.0081982,              0.0081982,              0.0081982
                    185,                0.38843,                0.57625,                0.27674,                0.81302,                0.99403,                0.82993,                0.91792,                 0.7597,                0.99403,                0.82993,                0.91792,                0.73526,                0.77502,                 1.8176,                0.56348,                0.84101,              0.0081883,              0.0081883,              0.0081883
                    186,                0.38094,                0.57368,                0.27194,                0.81075,                      1,                 0.8227,                0.92051,                0.77042,                      1,                 0.8227,                0.92051,                0.73277,                0.76921,                 1.7938,                0.57913,                0.84212,              0.0081784,              0.0081784,              0.0081784
                    187,                0.37578,                0.55706,                0.26471,                0.81368,                0.97533,                0.85034,                0.93643,                0.78516,                0.97533,                0.85034,                0.93643,                0.74699,                0.75683,                 1.7417,                0.54264,                0.84287,              0.0081685,              0.0081685,              0.0081685
                    188,                0.38003,                0.57428,                0.27338,                0.81364,                 0.9996,                0.83673,                0.93287,                0.77375,                 0.9996,                0.83673,                0.93287,                0.73168,                0.75234,                  1.712,                0.51576,                0.84474,              0.0081586,              0.0081586,              0.0081586
                    189,                0.37869,                0.56563,                0.27408,                0.81234,                0.98694,                0.82313,                0.92429,                0.77219,                0.98694,                0.82313,                0.92429,                0.72307,                0.75906,                 1.8441,                0.64667,                0.84603,              0.0081487,              0.0081487,              0.0081487
                    190,                0.39478,                0.59181,                0.27685,                0.82121,                0.99223,                0.86834,                0.92795,                0.76637,                0.99223,                0.86834,                0.92795,                0.71514,                0.75106,                 1.7988,                0.49197,                0.84417,              0.0081388,              0.0081388,              0.0081388
                    191,                0.38108,                0.56441,                 0.2716,                0.81075,                 0.9967,                0.85034,                0.94202,                0.79481,                 0.9967,                0.85034,                0.94202,                0.75126,                  0.733,                 1.8295,                0.51074,                0.83396,              0.0081289,              0.0081289,              0.0081289
                    192,                0.38581,                0.57355,                0.27323,                0.81422,                0.98413,                0.84364,                0.92505,                0.78322,                0.98413,                0.84364,                0.92505,                0.74476,                0.72167,                 1.7497,                0.57379,                0.83411,               0.008119,               0.008119,               0.008119
                    193,                 0.3733,                0.55094,                0.26606,                0.80982,                0.99312,                0.85034,                0.92859,                0.78969,                0.99312,                0.85034,                0.92859,                0.74617,                0.74004,                 1.7239,                0.57466,                0.84925,              0.0081091,              0.0081091,              0.0081091
                    194,                0.38464,                0.56599,                0.27433,                0.81442,                0.96144,                0.84806,                0.93273,                0.78053,                0.96144,                0.84806,                0.93273,                0.73374,                0.76027,                   1.89,                0.51578,                 0.8497,              0.0080992,              0.0080992,              0.0080992
                    195,                0.37434,                0.56095,                0.26582,                0.80972,                      1,                0.81555,                0.92195,                0.78445,                      1,                0.81555,                0.92195,                 0.7308,                0.72363,                 2.0175,                0.63936,                0.83444,              0.0080893,              0.0080893,              0.0080893
                    196,                0.37619,                0.54848,                0.26793,                0.81353,                 0.9606,                0.86395,                0.93196,                0.79168,                 0.9606,                0.86395,                0.93196,                0.73707,                0.74829,                  1.954,                0.61835,                0.84849,              0.0080794,              0.0080794,              0.0080794
                    197,                 0.3674,                 0.5634,                0.26315,                0.80797,                      1,                0.86298,                  0.933,                0.78915,                      1,                0.86298,                  0.933,                0.73841,                0.72133,                 1.9153,                0.53638,                0.85408,              0.0080695,              0.0080695,              0.0080695
